,id,codes-type,codes-value,Latitude,Longitude,label,links,name,timezone,admin-regions
34,stop_area:OCE:SA:87697037,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-697037-HR', '87697037', 'OCE87697037']",45.848951,4.83204,Couzon-Au-Mont-D'or-Arr (Couzon-au-Mont-d'Or),[],Couzon-Au-Mont-D'or-Arr,Europe/Paris,"[""Couzon-au-Mont-d'Or""]"
35,stop_area:OCE:SA:87313544,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-313544-00', '87313544', 'OCE87313544']",49.256509,2.404882,Cramoisy (Cramoisy),[],Cramoisy,Europe/Paris,['Cramoisy']
36,stop_area:OCE:SA:87216184,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-216184-00', '87216184', 'OCE87216184']",48.514439,3.639442,Crancey RN (Crancey),[],Crancey RN,Europe/Paris,['Crancey']
37,stop_area:OCE:SA:87613232,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-613232-00', '87613232', 'OCE87613232']",44.523063,2.270767,Cransac (Cransac),[],Cransac,Europe/Paris,['Cransac']
38,stop_area:OCE:SA:87683649,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-683649-BV', '87683649', 'OCE87683649']",47.678581,3.681465,Cravant-Bazarnes (Bazarnes),[],Cravant-Bazarnes,Europe/Paris,['Bazarnes']
39,stop_area:OCE:SA:87725713,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-725713-00', '87725713', 'OCE87725713']",46.246615,4.783901,CRÃŠCHE SUR SAÃ”NE - Mair (CrÃªches-sur-SaÃ´ne),[],CRÃŠCHE SUR SAÃ”NE - Mair,Europe/Paris,['CrÃªches-sur-SaÃ´ne']
40,stop_area:OCE:SA:87116772,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-116772-00', '87116772', 'OCE87116772']",48.859541,2.905727,CrÃ©cy-la-Chapelle (CrÃ©cy-la-Chapelle),[],CrÃ©cy-la-Chapelle,Europe/Paris,['CrÃ©cy-la-Chapelle']
41,stop_area:OCE:SA:87276006,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-276006-BV', '87276006', 'OCE87276006']",49.263769,2.46918,Creil (Creil),[],Creil,Europe/Paris,['Creil']
42,stop_area:OCE:SA:87635805,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-635805-HR', '87635805', 'OCE87635805']",48.009221,6.716263,Cremanvillers (Vagney),[],Cremanvillers,Europe/Paris,['Vagney']
43,stop_area:OCE:SA:87723502,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-723502-00', '87723502', 'OCE87723502']",45.803921,4.892737,CrÃ©pieux-la-Pape (Rillieux-la-Pape),[],CrÃ©pieux-la-Pape,Europe/Paris,['Rillieux-la-Pape']
44,stop_area:OCE:SA:87296152,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-296152-BV', '87296152', 'OCE87296152']",49.623301,3.51649,CrÃ©py-Couvron (CrÃ©py),[],CrÃ©py-Couvron,Europe/Paris,['CrÃ©py']
45,stop_area:OCE:SA:87271593,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-271593-00', '87271593', 'OCE87271593']",49.231257,2.88644,CrÃ©py-en-Valois (CrÃ©py-en-Valois),[],CrÃ©py-en-Valois,Europe/Paris,['CrÃ©py-en-Valois']
46,stop_area:OCE:SA:87761783,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-761783-BV', '87761783', 'OCE87761783']",44.730187,5.01611,Crest (Crest),[],Crest,Europe/Paris,['Crest']
47,stop_area:OCE:SA:85043158,"['CR-CI-CH', 'UIC8', 'external_code']","['0085-043158-BV', '85043158', 'OCE85043158']",47.077743,6.785299,CrÃªt-du-Locle (le) (La Chaux-de-Fonds),[],CrÃªt-du-Locle (le),Europe/Paris,['La Chaux-de-Fonds']
48,stop_area:OCE:SA:87608802,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-608802-BV', '87608802', 'OCE87608802']",48.773101,2.436141,Creteil-Pompadour (CrÃ©teil),[],Creteil-Pompadour,Europe/Paris,['CrÃ©teil']
49,stop_area:OCE:SA:87694109,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-694109-00', '87694109', 'OCE87694109']",46.765309,4.499388,Creusot - TGV (le) (Ã‰cuisses),[],Creusot - TGV (le),Europe/Paris,['Ã‰cuisses']
50,stop_area:OCE:SA:87406736,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-406736-00', '87406736', 'OCE87406736']",49.207778,6.697198,Creutzwald G.R. (Creutzwald),[],Creutzwald G.R.,Europe/Paris,['Creutzwald']
51,stop_area:OCE:SA:85010124,"['CR-CI-CH', 'UIC8', 'external_code']","['0085-010124-BV', '85010124', 'OCE85010124']",46.263757,6.161314,Creux-de-Genthod (Genthod),[],Creux-de-Genthod,Europe/Paris,['Genthod']
52,stop_area:OCE:SA:87396226,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-396226-00', '87396226', 'OCE87396226']",48.16796,-0.06561599999999999,CrissÃ© (CrissÃ©),[],CrissÃ©,Europe/Paris,['CrissÃ©']
53,stop_area:OCE:SA:87281055,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-281055-00', '87281055', 'OCE87281055']",50.686837,3.151232,Croix l'Allumette (Croix),[],Croix l'Allumette,Europe/Paris,['Croix']
54,stop_area:OCE:SA:87286716,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-286716-00', '87286716', 'OCE87286716']",50.678545,3.138095,Croix Wasquehal (Wasquehal),[],Croix Wasquehal,Europe/Paris,['Wasquehal']
55,stop_area:OCE:SA:87672600,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-672600-00', '87672600', 'OCE87672600']",43.285611,-0.379148,Croix-du-Prince (JuranÃ§on),[],Croix-du-Prince,Europe/Paris,['JuranÃ§on']
56,stop_area:OCE:SA:87753491,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-753491-00', '87753491', 'OCE87753491']",43.409101,5.019683,Croix-Sainte (Martigues),[],Croix-Sainte,Europe/Paris,['Martigues']
57,stop_area:OCE:SA:87756338,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-756338-00', '87756338', 'OCE87756338']",43.660466,7.167112,Cros-de-Cagnes (Cagnes-sur-Mer),[],Cros-de-Cagnes,Europe/Paris,['Cagnes-sur-Mer']
58,stop_area:OCE:SA:87271874,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-271874-00', '87271874', 'OCE87271874']",49.403745,3.357268,Crouy (Crouy),[],Crouy,Europe/Paris,['Crouy']
59,stop_area:OCE:SA:87116640,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-116640-00', '87116640', 'OCE87116640']",49.09153,3.062922,Crouy-sur-Ourcq (Crouy-sur-Ourcq),[],Crouy-sur-Ourcq,Europe/Paris,['Crouy-sur-Ourcq']
60,stop_area:OCE:SA:87491266,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-491266-00', '87491266', 'OCE87491266']",44.972889,-0.459315,Cubzac-les-Ponts (Cubzac-les-Ponts),[],Cubzac-les-Ponts,Europe/Paris,['Cubzac-les-Ponts']
61,stop_area:OCE:SA:87755355,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-755355-00', '87755355', 'OCE87755355']",43.237723,6.08603,Cuers-Pierrefeu (Cuers),[],Cuers-Pierrefeu,Europe/Paris,['Cuers']
62,stop_area:OCE:SA:87481457,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-481457-00', '87481457', 'OCE87481457']",47.058314,-1.253309,Cugand (Cugand),[],Cugand,Europe/Paris,['Cugand']
63,stop_area:OCE:SA:87342410,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-342410-00', '87342410', 'OCE87342410']",50.521932,2.747352,Cuinchy (Cuinchy),[],Cuinchy,Europe/Paris,['Cuinchy']
64,stop_area:OCE:SA:87142125,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-142125-BV', '87142125', 'OCE87142125']",47.810232,5.443216,Culmont-Chalindrey (Culmont),[],Culmont-Chalindrey,Europe/Paris,['Culmont']
65,stop_area:OCE:SA:87741074,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-741074-BV', '87741074', 'OCE87741074']",45.843258,5.778699,Culoz (Culoz),[],Culoz,Europe/Paris,['Culoz']
66,stop_area:OCE:SA:87175109,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-175109-00', '87175109', 'OCE87175109']",48.492221,5.135552,Curel (Curel),[],Curel,Europe/Paris,['Curel']
67,stop_area:OCE:SA:87215277,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-215277-00', '87215277', 'OCE87215277']",48.84611,6.832491,Cutting (Cutting),[],Cutting,Europe/Paris,['Cutting']
68,stop_area:OCE:SA:87214551,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-214551-00', '87214551', 'OCE87214551']",48.542916,7.533208,Dachstein (Molsheim),[],Dachstein,Europe/Paris,['Molsheim']
69,stop_area:OCE:SA:87533612,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-533612-TT', '87533612', 'OCE87533612']",47.742547,7.324362,Daguerre (Mulhouse),[],Daguerre,Europe/Paris,['Mulhouse']
70,stop_area:OCE:SA:87214213,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-214213-00', '87214213', 'OCE87214213']",48.321184,7.4355,Dambach-la-Ville (Dambach-la-Ville),[],Dambach-la-Ville,Europe/Paris,['Dambach-la-Ville']
71,stop_area:OCE:SA:87714162,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-714162-HR', '87714162', 'OCE87714162']",48.097943,5.652855,Damblain Eglise (Damblain),[],Damblain Eglise,Europe/Paris,['Damblain']
72,stop_area:OCE:SA:87615484,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-615484-00', '87615484', 'OCE87615484']",43.656097,1.974142,Damiatte-St-Paul (Damiatte),[],Damiatte-St-Paul,Europe/Paris,['Damiatte']
73,stop_area:OCE:SA:87271536,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-271536-00', '87271536', 'OCE87271536']",49.032493,2.698583,Dammartin-Juilly-St-Mar (Saint-Mard),[],Dammartin-Juilly-St-Mar,Europe/Paris,['Saint-Mard']
74,stop_area:OCE:SA:87575126,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-575126-00', '87575126', 'OCE87575126']",46.93781,0.608778,DangÃ© (DangÃ©-Saint-Romain),[],DangÃ©,Europe/Paris,['DangÃ©-Saint-Romain']
75,stop_area:OCE:SA:87700146,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-700146-00', '87700146', 'OCE87700146']",47.619254,6.866966,Danjoutin (Danjoutin),[],Danjoutin,Europe/Paris,['Danjoutin']
76,stop_area:OCE:SA:87182253,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-182253-00', '87182253', 'OCE87182253']",47.627404,7.123805,Dannemarie (Dannemarie),[],Dannemarie,Europe/Paris,['Dannemarie']
77,stop_area:OCE:SA:87718312,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-718312-00', '87718312', 'OCE87718312']",47.203748,5.873609,Dannemarie-Velesmes (Dannemarie-sur-CrÃ¨te),[],Dannemarie-Velesmes,Europe/Paris,['Dannemarie-sur-CrÃ¨te']
78,stop_area:OCE:SA:87317081,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-317081-00', '87317081', 'OCE87317081']",50.57585,1.614725,Dannes Camiers (Camiers),[],Dannes Camiers,Europe/Paris,['Camiers']
79,stop_area:OCE:SA:87315044,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-315044-BV', '87315044', 'OCE87315044']",49.899139,2.458682,Daours (Daours),[],Daours,Europe/Paris,['Daours']
80,stop_area:OCE:SA:87721449,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-721449-00', '87721449', 'OCE87721449']",45.813655,4.758482,Dardilly-Le-Jubin (Dardilly),[],Dardilly-Le-Jubin,Europe/Paris,['Dardilly']
81,stop_area:OCE:SA:87721480,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-721480-00', '87721480', 'OCE87721480']",45.801183,4.756221,Dardilly-Les-Mouilles (Dardilly),[],Dardilly-Les-Mouilles,Europe/Paris,['Dardilly']
82,stop_area:OCE:SA:87405951,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-405951-00', '87405951', 'OCE87405951']",48.196879,6.36194,Darnieulles (Stat. Sce) (Darnieulles),[],Darnieulles (Stat. Sce),Europe/Paris,['Darnieulles']
83,stop_area:OCE:SA:87174458,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-174458-00', '87174458', 'OCE87174458']",48.199046,6.349891,Darnieulles-Mairie (Darnieulles),[],Darnieulles-Mairie,Europe/Paris,['Darnieulles']
84,stop_area:OCE:SA:87734673,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-734673-00', '87734673', 'OCE87734673']",45.142191,3.736667,Darsac (Vernassal),[],Darsac,Europe/Paris,['Vernassal']
85,stop_area:OCE:SA:87589507,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-589507-HR', '87589507', 'OCE87589507']",45.138847,3.73854,Darsac-Lotissement (Vernassal),[],Darsac-Lotissement,Europe/Paris,['Vernassal']
86,stop_area:OCE:SA:87214981,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-214981-00', '87214981', 'OCE87214981']",48.244998,4.183884,Daudes (Montaulin),[],Daudes,Europe/Paris,['Montaulin']
87,stop_area:OCE:SA:87673202,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-673202-BV', '87673202', 'OCE87673202']",43.720667,-1.050324,Dax (Dax),[],Dax,Europe/Paris,['Dax']
88,stop_area:OCE:SA:87696484,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-696484-BV', '87696484', 'OCE87696484']",46.837332,3.467296,Decize (Decize),[],Decize,Europe/Paris,['Decize']
89,stop_area:OCE:SA:87499897,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-499897-HR', '87499897', 'OCE87499897']",46.828363,3.479863,Decize-CafÃ©-Bel-Aire (Decize),[],Decize-CafÃ©-Bel-Aire,Europe/Paris,['Decize']
90,stop_area:OCE:SA:87499913,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-499913-HR', '87499913', 'OCE87499913']",46.831463,3.465731,Decize-Ville (Decize),[],Decize-Ville,Europe/Paris,['Decize']
91,stop_area:OCE:SA:87613174,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-613174-00', '87613174', 'OCE87613174']",44.653353,1.340041,DÃ©gagnac (DÃ©gagnac),[],DÃ©gagnac,Europe/Paris,['DÃ©gagnac']
92,stop_area:OCE:SA:87144709,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-144709-00', '87144709', 'OCE87144709']",48.422969,6.58175,Deinvillers-Carrefour (Saint-Pierremont),[],Deinvillers-Carrefour,Europe/Paris,['Saint-Pierremont']
93,stop_area:OCE:SA:85001099,"['CR-CI-CH', 'UIC8', 'external_code']","['0085-001099-00', '85001099', 'OCE85001099']",47.362082,7.350268,DelÃ©mont (DelÃ©mont),[],DelÃ©mont,Europe/Paris,['DelÃ©mont']
94,stop_area:OCE:SA:87184440,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-184440-BV', '87184440', 'OCE87184440']",47.505928,7.009584,Delle (Delle),[],Delle,Europe/Paris,['Delle']
95,stop_area:OCE:SA:87718429,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-718429-00', '87718429', 'OCE87718429']",47.292454,6.199545,Deluz (Deluz),[],Deluz,Europe/Paris,['Deluz']
96,stop_area:OCE:SA:87343459,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-343459-00', '87343459', 'OCE87343459']",50.334483,3.388679,Denain (Denain),[],Denain,Europe/Paris,['Denain']
97,stop_area:OCE:SA:87304626,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-304626-00', '87304626', 'OCE87304626']",46.826018,1.701323,Deols (DÃ©ols),[],Deols,Europe/Paris,['DÃ©ols']
98,stop_area:OCE:SA:87297143,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-297143-00', '87297143', 'OCE87297143']",49.702731,3.692036,Dercy-Froidmont (Dercy),[],Dercy-Froidmont,Europe/Paris,['Dercy']
99,stop_area:OCE:SA:87199620,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-199620-00', '87199620', 'OCE87199620']",48.943426,6.584706,Destry (Destry),[],Destry,Europe/Paris,['Destry']
100,stop_area:OCE:SA:87212183,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-212183-BV', '87212183', 'OCE87212183']",48.751711,7.465417,Dettwiller (Dettwiller),[],Dettwiller,Europe/Paris,['Dettwiller']
101,stop_area:OCE:SA:87276345,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-276345-00', '87276345', 'OCE87276345']",48.975805,2.337746,Deuil-Montmagny (Deuil-la-Barre),[],Deuil-Montmagny,Europe/Paris,['Deuil-la-Barre']
102,stop_area:OCE:SA:87660795,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-660795-HR', '87660795', 'OCE87660795']",48.421397,7.183412,Devant-Fouday-RN-420. (Plaine),[],Devant-Fouday-RN-420.,Europe/Paris,['Plaine']
103,stop_area:OCE:SA:87172064,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-172064-BV', '87172064', 'OCE87172064']",49.879547,4.707018,Deville (Deville),[],Deville,Europe/Paris,['Deville']
104,stop_area:OCE:SA:87700930,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-700930-HR', '87700930', 'OCE87700930']",48.394624,6.131788,Diarville-Place-Midon (Diarville),[],Diarville-Place-Midon,Europe/Paris,['Diarville']
105,stop_area:OCE:SA:87761841,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-761841-BV', '87761841', 'OCE87761841']",44.758213,5.363257,Die (Die),[],Die,Europe/Paris,['Die']
106,stop_area:OCE:SA:87193532,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-193532-00', '87193532', 'OCE87193532']",49.109092,6.939875,Diebling-Centre. (Diebling),[],Diebling-Centre.,Europe/Paris,['Diebling']
107,stop_area:OCE:SA:87476861,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-476861-HR', '87476861', 'OCE87476861']",49.112001,6.933513,Diebling-ForestiÃ¨re (Diebling),[],Diebling-ForestiÃ¨re,Europe/Paris,['Diebling']
108,stop_area:OCE:SA:87703496,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-703496-HR', '87703496', 'OCE87703496']",48.876902,7.05431,Diedendorf-Rond-Point (Diedendorf),[],Diedendorf-Rond-Point,Europe/Paris,['Diedendorf']
109,stop_area:OCE:SA:87215665,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-215665-00', '87215665', 'OCE87215665']",48.941036,7.184781,Diemeringen (Diemeringen),[],Diemeringen,Europe/Paris,['Diemeringen']
110,stop_area:OCE:SA:87415018,"['CR-CI-CH', 'UIC8', 'external_code']","['0087-415018-BV', '87415018', 'OCE87415018']",49.921243,1.081128,Dieppe (Dieppe),[],Dieppe,Europe/Paris,['Dieppe']
